From	To
T_cells_CD8	ICAM1
T_cells_CD8	ICAM2
T_cells_CD8	ICAM3
T_cells_CD8	IFNG
T_cells_CD8	IL16
T_cells_CD8	IL23A
T_cells_CD8	IL8
T_cells_CD8	ITGB3BP
T_cells_CD8	LGALS3BP
T_cells_CD8	LIN7C
T_cells_CD8	LRPAP1
T_cells_CD8	LTB
T_cells_CD8	LTBP3
T_cells_CD8	MFNG
T_cells_CD8	MIA
T_cells_CD8	NAMPT
T_cells_CD8	PDAP1
T_cells_CD8	PDGFD
T_cells_CD8	PF4
T_cells_CD8	PIGF
T_cells_CD8	PPBP
T_cells_CD8	PRSS23
T_cells_CD8	PSAP
T_cells_CD8	PSEN1
T_cells_CD8	PTDSS1
T_cells_CD8	PTMA
T_cells_CD8	RPS19
T_cells_CD8	RTN4
T_cells_CD8	S100A8
T_cells_CD8	S100A9
T_cells_CD8	SELPLG
T_cells_CD8	SEMA4D
T_cells_CD8	SERPINA1
T_cells_CD8	SYTL3
T_cells_CD8	TGFB1
T_cells_CD8	TIMP1
T_cells_CD8	TNF
T_cells_CD8	TNFSF10
T_cells_CD8	TNFSF12
T_cells_CD8	TNFSF8
T_cells_CD8	UTS2
T_cells_CD8	VASP
T_cells_CD8	VCAN
T_cells_CD8	VEGFB
T_cells_CD8	VIM
T_cells_CD8	XCL2
T_cells_CD8	YARS
UCN	CRHR1
UCN	CRHR2
UCN2	CRHR1
UCN2	CRHR2
UCN2	IL10RB
UCN3	CRHR1
UCN3	CRHR2
UCN3	IL10RB
ULBP2	KLRK1
UTS2	UTS2R
UTS2B	UTS2R
VASP	CXCR2
VCAM1	ITGA4
VCAM1	ITGAD
VCAM1	ITGB1
VCAM1	ITGB2
VCAM1	ITGB7
VCAN	CD44
VCAN	EGFR
VCAN	ITGA4
VCAN	ITGB1
VCAN	SELP
VCAN	TLR2
VEGFA	EPHB2
VEGFA	FLT1
VEGFA	GPC1
VEGFA	KDR
VEGFA	NRP1
VEGFA	NRP2
VEGFB	FLT1
VEGFB	NRP1
VEGFC	FLT4
VEGFC	KDR
VEGFC	NRP2
VEGFC	VIPR2
VIM	CD44
VIP	ADCYAP1R1
VIP	SCTR
VIP	VIPR1
VIP	VIPR2
VIPR1	T_cells_CD4
VIPR1	T_cells_CD8
VTN	ITGA5
VTN	ITGA8
VTN	ITGAV
VTN	ITGB3
VTN	ITGB6
VTN	ITGB8
VTN	PLAUR
VTN	PVR
VTN	TNFRSF11B
VWF	GP1BA
VWF	ITGA2B
VWF	TNFRSF11B
WNT1	FZD3
WNT1	FZD8
WNT1	FZD9
WNT1	LRP5
WNT1	LRP6
WNT1	RYK
WNT11	FZD7
WNT2	FZD1
WNT2	FZD5
WNT2	FZD7
WNT2	FZD8
WNT2	FZD9
WNT3	FZD1
WNT3	FZD7
WNT3	FZD8
WNT3	LRP6
WNT3	RYK
WNT3A	APCDD1
WNT3A	FZD1
WNT3A	FZD2
WNT3A	FZD5
WNT3A	FZD6
WNT3A	FZD7
WNT3A	FZD8
WNT3A	LRP1
WNT3A	LRP6
WNT3A	RYK
WNT4	FZD2
WNT4	FZD6
WNT5A	FZD1
WNT5A	FZD2
WNT5A	FZD4
WNT5A	FZD5
WNT5A	FZD6
WNT5A	FZD7
WNT5A	FZD8
WNT5A	LRP5
WNT5A	MCAM
WNT5A	ROR1
WNT5A	ROR2
WNT5A	RYK
WNT7A	FZD10
WNT7A	FZD5
WNT7A	FZD9
WNT7B	FZD1
WNT7B	FZD10
WNT7B	LRP5
XCL1	XCR1
XCL2	XCR1
YARS	CXCR1
ZG16B	CXCR4
ZG16B	TLR2
ZG16B	TLR4
ZG16B	TLR5
ZG16B	TLR6
ZP3	MERTK
